player_id,player_name,team_name,position,age,minutes,rating,goals_per90,assists_per90,shots_per90,shots_on_target_per90,passes_per90,tackles_per90,interceptions_per90,cards_per90,shot_accuracy,goal_conversion,pass_accuracy_ratio,duel_success_rate,minutes_per_appearance,goal_contribution_per90,successful_dribbles_per90,dribble_success_rate,fouls_drawn_per90,crosses_per90,accurate_crosses_per90,cross_accuracy,long_balls_per90,accurate_long_balls_per90,long_ball_accuracy,key_passes_per90,aerials_won_per90,clearances_per90,saves_per90,clean_sheet_rate,goals_conceded_per90,attacking_score,creative_score,defensive_score,discipline_score,overall_score,dribbling_score,passing_score,duel_defending_score,progressive_midfielder_score,passer_defender_score,goalkeeper_score,age_bonus,reliability_bonus,age_potential_score,team_average_score,score_above_team_average,standout_bonus,weak_team_bonus,underrated_score,cluster_id,cluster_name
73222,D. Štiglec,Gorica,Defender,35,967.0,6.81,0.0,0.2792140641158221,0.5584281282316442,0.186142709410548,30.15511892450879,0.8376421923474664,0.9307135470527405,0.2792140641158221,33.333333333333336,0.0,0.7222,47.45762711864407,56.88235294117647,0.2792140641158221,0.3722854188210961,50.0,0.2792140641158221,3.44364012409514,0.7445708376421923,21.62162162162162,4.932781799379525,1.3029989658738366,26.41509433962264,0.8376421923474664,1.1168562564632885,2.605997931747673,0.0,23.529411764705884,1.5822130299896588,42.59259259259259,44.90740740740741,16.666666666666664,30.693069306930692,34.31930693069307,38.613861386138616,50.1980198019802,41.18811881188119,65.97222222222223,23.95833333333333,,0.0,1.7425742574257428,36.06188118811881,44.70718855697045,-10.387881626277384,0.0,2.800665644165377,37.11997257485845,2,balanced profile
37596447,Filip Cuic,Lokomotiva Zagreb,Attacker,23,962.0,6.78,0.0935550935550935,0.0935550935550935,1.4033264033264032,0.5613305613305614,21.89189189189189,0.841995841995842,0.4677754677754678,0.2806652806652807,40.0,6.666666666666667,0.5982999999999999,39.57219251336898,60.125,0.1871101871101871,0.5613305613305614,54.54545454545455,1.4033264033264032,0.5613305613305614,0.0935550935550935,16.666666666666668,1.683991683991684,0.841995841995842,50.0,0.841995841995842,4.20997920997921,0.6548856548856549,0.0,43.75,1.029106029106029,21.21212121212121,30.90909090909091,36.96969696969697,30.19801980198021,29.747074707470748,67.65676567656766,25.049504950495045,31.75742574257426,44.09090909090909,36.21212121212121,,0.0,1.702970297029703,31.450045004500453,47.31337146692811,-17.566296759457362,0.0,1.4975741891865475,31.244648896657296,4,high-volume finishers (variant 2)
13239047,Mario Mladenovski,Varaždin,Defender,25,937.0,7.13,0.0,0.0,0.6723585912486659,0.096051227321238,54.26894343649947,1.056563500533618,1.536819637139808,0.288153681963714,14.285714285714286,0.0,0.8018000000000001,60.294117647058826,72.07692307692308,0.0,0.48025613660619,83.33333333333333,0.096051227321238,0.192102454642476,0.096051227321238,50.0,13.062966915688367,5.474919957310566,41.91176470588236,0.192102454642476,2.305229455709712,5.667022411953042,0.0,46.15384615384615,0.48025613660619,32.40740740740741,56.01851851851851,59.25925925925926,29.702970297029708,47.27585258525853,49.009900990099005,60.89108910891089,72.52475247524752,52.77777777777778,62.094907407407405,,0.0,1.6633663366336635,48.93921892189219,48.29913047958605,-1.0232778943275207,0.0,1.0046946828575791,48.28054726811611,1,ball-playing defenders
73558,Slavko Bralic,Gorica,Defender,33,924.0,7.13,0.0,0.0,0.3896103896103896,0.1948051948051948,46.16883116883117,1.5584415584415583,1.8506493506493509,0.3896103896103896,50.0,0.0,0.7722,57.25806451612903,66.0,0.0,0.5844155844155844,100.0,1.3636363636363635,0.2922077922077922,0.0974025974025974,33.333333333333336,9.155844155844155,3.409090909090909,37.234042553191486,0.487012987012987,3.603896103896104,7.889610389610389,0.0,42.85714285714285,1.1688311688311688,44.44444444444445,40.27777777777778,68.05555555555556,11.881188118811878,47.021452145214525,74.66996699669967,56.73267326732673,79.85148514851487,62.15277777777778,63.020833333333336,,0.0,1.623762376237624,48.64521452145215,44.70718855697045,2.3142635882440743,1.1571317941220371,2.800665644165377,50.97924958350194,1,ball-playing defenders
24838180,Stipe Biuk,Hajduk Split,Attacker,23,904.0,6.98,0.1991150442477876,0.0995575221238938,2.190265486725664,0.3982300884955752,27.278761061946906,0.995575221238938,0.3982300884955752,0.2986725663716814,18.181818181818183,9.090909090909092,0.6934,49.21875,53.1764705882353,0.2986725663716814,2.3893805309734515,54.54545454545455,1.2942477876106195,1.991150442477876,0.497787610619469,25.0,1.4933628318584071,0.5973451327433629,40.0,1.2942477876106195,1.393805309734513,0.2986725663716814,0.0,41.1764705882353,0.8960176991150443,39.090909090909086,53.93939393939394,57.27272727272727,27.227722772277232,47.81368136813681,79.86798679867987,43.26732673267327,26.509900990099013,68.18181818181819,56.36363636363636,,0.0,1.5841584158415842,49.3978397839784,49.584473497440825,-1.770792129304013,0.0,0.36202317393019,48.175704542067,0,balanced profile
37619959,Luka Kapulica,Gorica,Midfielder,21,891.0,6.8,0.101010101010101,0.0,1.1111111111111112,0.202020202020202,35.656565656565654,1.2121212121212122,1.5151515151515151,0.202020202020202,18.181818181818183,9.090909090909092,0.8244,41.26984126984127,55.6875,0.101010101010101,1.818181818181818,45.0,1.414141414141414,0.8080808080808081,0.101010101010101,12.5,2.525252525252525,1.7171717171717171,68.0,0.7070707070707071,0.8080808080808081,1.3131313131313131,0.0,12.5,1.3131313131313131,48.90710382513661,43.98907103825136,39.34426229508196,49.50495049504951,44.622626197045925,71.86468646864687,52.07920792079208,40.64356435643565,44.467213114754095,43.44262295081967,,4.0,1.5445544554455446,50.16718065249147,44.70718855697045,-0.0845623599245257,0.0,2.800665644165377,47.4232918412113,0,balanced profile
37709571,Lovre Kulusic,Šibenik,Midfielder,19,890.0,6.85,0.4044943820224719,0.1011235955056179,2.5280898876404496,1.1123595505617978,16.179775280898877,1.4157303370786516,0.7078651685393258,0.1011235955056179,44.0,16.0,0.6188,45.833333333333336,30.6896551724138,0.5056179775280899,0.1011235955056179,16.666666666666668,0.9101123595505618,0.8089887640449438,0.2022471910112359,25.0,0.7078651685393258,0.1011235955056179,14.285714285714286,0.8089887640449438,3.134831460674157,0.9101123595505618,0.0,10.344827586206897,1.820224719101124,93.98907103825135,22.950819672131143,32.240437158469945,78.21782178217822,52.57588053887356,23.43234323432343,21.881188118811885,47.32673267326732,27.459016393442624,21.653005464480877,,8.0,1.504950495049505,62.08083103392306,45.37125340014588,7.204627138727673,3.6023135693638366,2.4686332225776617,58.64682733081506,4,high-volume finishers (variant 2)
5270357,Marko Vranjkovic,Lokomotiva Zagreb,Defender,27,889.0,6.9,0.1012373453318335,0.0,1.7210348706411698,0.6074240719910011,25.714285714285715,1.923509561304837,0.5061867266591676,0.3037120359955005,35.294117647058826,5.882352941176471,0.6731999999999999,39.516129032258064,49.388888888888886,0.1012373453318335,0.4049493813273341,50.0,0.5061867266591676,3.138357705286839,0.8098987626546682,25.806451612903224,2.7334083239595053,1.0123734533183353,37.03703703703704,1.2148481439820022,2.125984251968504,1.7210348706411698,0.0,11.11111111111111,1.6197975253093364,82.87037037037037,10.185185185185183,25.46296296296296,26.237623762376245,38.17931793179317,42.73927392739274,45.24752475247526,45.61881188118812,46.18055555555556,26.27314814814815,,0.0,1.465346534653465,39.64466446644664,47.31337146692811,-9.13405353513494,0.0,1.4975741891865475,39.67689212097972,0,balanced profile
37560492,Ivan Cvijanovic,Osijek,Defender,22,888.0,6.85,0.1013513513513513,0.1013513513513513,0.5067567567567568,0.304054054054054,35.270270270270274,2.939189189189189,1.114864864864865,0.2027027027027027,60.0,20.0,0.7040000000000001,56.0,49.333333333333336,0.2027027027027027,0.5067567567567568,45.45454545454545,0.8108108108108109,2.939189189189189,0.6081081081081081,20.6896551724138,6.081081081081081,2.027027027027027,33.333333333333336,0.2027027027027027,1.5202702702702702,4.054054054054054,0.0,22.22222222222222,1.722972972972973,92.3611111111111,44.44444444444445,64.81481481481482,49.00990099009901,65.38710121012102,48.43234323432343,45.54455445544555,73.39108910891089,57.638888888888886,44.56018518518519,,2.0,1.4257425742574257,68.81284378437844,52.198656341043936,13.18844486907708,6.5942224345385405,0.0,71.98132364465955,2,balanced profile
74068,Josip Elez,Hajduk Split,Defender,32,871.0,6.99,0.0,0.0,0.5166475315729047,0.1033295063145809,56.9345579793341,0.9299655568312284,0.8266360505166476,0.0,20.0,0.0,0.8875,54.71698113207548,54.4375,0.0,0.1033295063145809,100.0,0.4133180252583238,0.3099885189437428,0.0,0.0,8.369690011481056,4.856486796785304,58.02469135802469,0.3099885189437428,1.5499425947187142,4.546498277841561,0.1033295063145809,43.75,0.8266360505166476,34.25925925925926,69.9074074074074,23.14814814814815,96.2871287128713,47.82315731573157,42.82178217821782,63.66336633663366,57.537128712871294,40.625,50.98379629629631,,0.0,1.386138613861386,49.20929592959296,49.584473497440825,-1.7613161817092546,0.0,0.36202317393019,48.18518048966176,1,ball-playing defenders
