player_id,player_name,team_name,position,age,nationality,appearances,minutes,goals,assists,shots,shots_on_target,passes,pass_accuracy,tackles,interceptions,duels,duels_won,yellow_cards,red_cards,rating
37696419,Noa Mikić,Dinamo Zagreb,Defender,19.0,Croatia,5.0,276.0,0.0,0.0,1.0,0.0,96.0,77.08,5.0,5.0,20.0,16.0,2.0,0.0,6.87
37556504,Paul Tabinas,Dinamo Zagreb,Defender,24.0,Philippines,9.0,505.0,0.0,1.0,2.0,0.0,123.0,75.61,12.0,4.0,58.0,29.0,0.0,0.0,6.48
37607123,Juan Córdoba,Dinamo Zagreb,Attacker,22.0,Colombia,2.0,57.0,1.0,0.0,2.0,1.0,23.0,86.96,1.0,0.0,8.0,5.0,0.0,0.0,7.01
37594758,Fran Topic,Dinamo Zagreb,Attacker,22.0,Croatia,17.0,732.0,2.0,0.0,16.0,6.0,252.0,78.57,17.0,5.0,99.0,48.0,2.0,0.0,6.76
22878483,Dion Beljo,Dinamo Zagreb,Attacker,24.0,Croatia,36.0,2619.0,31.0,5.0,102.0,56.0,505.0,77.43,7.0,5.0,270.0,130.0,2.0,0.0,7.47
1486200,Arbër Hoxha,Dinamo Zagreb,Attacker,27.0,Kosovo,31.0,1818.0,7.0,5.0,54.0,19.0,462.0,83.12,19.0,5.0,245.0,107.0,3.0,0.0,6.97
96854,Ronaël Pierre-Gabriel,Dinamo Zagreb,Defender,28.0,France,1.0,24.0,0.0,0.0,0.0,0.0,14.0,78.57,2.0,0.0,6.0,4.0,1.0,0.0,6.45
74071,Ivan Nevistic,Dinamo Zagreb,Goalkeeper,27.0,Croatia,13.0,1170.0,0.0,0.0,0.0,0.0,391.0,72.89,0.0,0.0,4.0,3.0,0.0,0.0,6.73
173047,Scott McKenna,Dinamo Zagreb,Defender,29.0,Scotland,30.0,2628.0,2.0,3.0,27.0,8.0,1986.0,89.93,28.0,18.0,236.0,154.0,3.0,0.0,7.11
37553141,Monsef Bakrar,Dinamo Zagreb,Attacker,25.0,Algeria,29.0,1511.0,10.0,4.0,53.0,19.0,365.0,70.96,22.0,15.0,215.0,82.0,6.0,0.0,6.87
37538492,Gabriel Vidovic,Dinamo Zagreb,Attacker,22.0,Croatia,27.0,1380.0,7.0,4.0,38.0,15.0,534.0,86.52,21.0,13.0,157.0,78.0,1.0,0.0,7.0
73721,Dominik Livakovic,Dinamo Zagreb,Goalkeeper,31.0,Croatia,14.0,1260.0,0.0,0.0,0.0,0.0,398.0,81.41,0.0,0.0,4.0,4.0,0.0,0.0,6.78
37550997,Moreno Zivkovic,Dinamo Zagreb,Defender,22.0,Croatia,14.0,1199.0,0.0,1.0,1.0,0.0,483.0,84.27,21.0,19.0,110.0,65.0,4.0,0.0,6.5
100190,Ismaël Bennacer,Dinamo Zagreb,Midfielder,28.0,Algeria,17.0,956.0,1.0,2.0,8.0,4.0,670.0,89.25,27.0,11.0,147.0,89.0,2.0,0.0,7.13
37725155,Sven Šunta,Dinamo Zagreb,Midfielder,19.0,Slovenia,6.0,90.0,0.0,1.0,3.0,1.0,63.0,80.95,5.0,1.0,14.0,9.0,0.0,0.0,6.67
37688868,Marko Zebić,Dinamo Zagreb,Defender,19.0,Croatia,3.0,270.0,0.0,0.0,1.0,1.0,242.0,91.32,7.0,3.0,13.0,8.0,0.0,0.0,7.4
134041,Miha Zajc,Dinamo Zagreb,Midfielder,32.0,Slovenia,23.0,1656.0,8.0,7.0,36.0,14.0,799.0,84.98,24.0,14.0,131.0,57.0,2.0,0.0,7.46
37778737,Josip Brundić,Dinamo Zagreb,Midfielder,19.0,,1.0,21.0,0.0,0.0,0.0,0.0,8.0,75.0,1.0,1.0,7.0,2.0,0.0,0.0,6.26
54693,Robert Mudrazija,Dinamo Zagreb,Midfielder,29.0,Croatia,5.0,51.0,0.0,0.0,0.0,0.0,10.0,60.0,0.0,0.0,8.0,0.0,0.0,0.0,6.26
448372,Gonzalo Villar,Dinamo Zagreb,Midfielder,28.0,Spain,11.0,356.0,1.0,1.0,5.0,2.0,247.0,88.66,6.0,1.0,47.0,29.0,1.0,0.0,6.75
540173,Sandro Kulenovic,Dinamo Zagreb,Attacker,26.0,Croatia,16.0,505.0,6.0,0.0,21.0,10.0,150.0,72.67,5.0,2.0,64.0,31.0,4.0,0.0,6.93
1452457,Dejan Ljubicic,Dinamo Zagreb,Midfielder,28.0,Austria,15.0,1008.0,0.0,3.0,16.0,6.0,398.0,85.68,12.0,2.0,62.0,20.0,1.0,0.0,6.83
73489,Ivan Filipovic,Dinamo Zagreb,Goalkeeper,31.0,Croatia,9.0,810.0,0.0,0.0,0.0,0.0,256.0,75.0,1.0,0.0,4.0,4.0,0.0,0.0,6.83
37512280,Niko Galesic,Dinamo Zagreb,Defender,25.0,Croatia,22.0,1405.0,0.0,0.0,14.0,3.0,962.0,87.01,32.0,16.0,121.0,70.0,1.0,0.0,6.85
73519,Josip Misic,Dinamo Zagreb,Midfielder,32.0,Croatia,31.0,2658.0,2.0,3.0,29.0,10.0,1564.0,88.24,67.0,51.0,230.0,130.0,8.0,0.0,7.26
37540937,Mateo Lisica,Dinamo Zagreb,Attacker,22.0,Croatia,25.0,1387.0,2.0,8.0,21.0,6.0,507.0,86.59,25.0,9.0,116.0,64.0,1.0,0.0,6.97
75251,Bruno Goda,Dinamo Zagreb,Defender,28.0,Croatia,25.0,1587.0,0.0,2.0,9.0,0.0,874.0,78.95,48.0,24.0,191.0,116.0,2.0,0.0,6.8
37544959,Moris Valincic,Dinamo Zagreb,Defender,23.0,Croatia,27.0,1967.0,0.0,1.0,11.0,3.0,980.0,84.29,23.0,23.0,174.0,93.0,3.0,0.0,6.82
37324970,Marko Soldo,Dinamo Zagreb,Midfielder,22.0,Croatia,23.0,689.0,3.0,1.0,16.0,7.0,366.0,85.52,22.0,13.0,100.0,52.0,1.0,0.0,6.77
37598782,Matteo Pérez Vinlöf,Dinamo Zagreb,Defender,20.0,Sweden,25.0,1647.0,0.0,3.0,10.0,3.0,992.0,84.78,33.0,12.0,180.0,105.0,3.0,0.0,6.95
37717406,Cardoso Varela,Dinamo Zagreb,Attacker,17.0,Portugal,14.0,287.0,0.0,1.0,6.0,2.0,95.0,76.84,6.0,1.0,41.0,10.0,1.0,0.0,6.6
37563601,Luka Stojkovic,Dinamo Zagreb,Midfielder,22.0,Croatia,29.0,1812.0,7.0,12.0,72.0,26.0,920.0,84.57,31.0,17.0,215.0,96.0,3.0,2.0,7.23
2890,Kévin Théophile-Catherine,Dinamo Zagreb,Defender,36.0,France,3.0,194.0,0.0,0.0,0.0,0.0,127.0,87.4,1.0,2.0,14.0,5.0,0.0,0.0,6.54
37596354,Sergi Domínguez,Dinamo Zagreb,Defender,21.0,Spain,30.0,2576.0,2.0,3.0,25.0,6.0,2099.0,87.09,56.0,38.0,251.0,158.0,4.0,0.0,7.08
37546618,Raúl Torrente,Dinamo Zagreb,Defender,24.0,Spain,1.0,36.0,0.0,0.0,2.0,0.0,38.0,97.37,1.0,0.0,2.0,2.0,0.0,0.0,6.85
37915521,Branimir Mlacic,Hajduk Split,Defender,19.0,,15.0,1284.0,0.0,1.0,5.0,1.0,771.0,91.96,17.0,12.0,104.0,61.0,2.0,0.0,6.9
37719908,Bruno Durdov,Hajduk Split,Attacker,18.0,Croatia,16.0,415.0,0.0,1.0,15.0,3.0,123.0,69.92,10.0,2.0,53.0,20.0,1.0,0.0,6.63
37667186,Noa Skoko,Hajduk Split,Midfielder,20.0,Croatia,10.0,316.0,0.0,0.0,5.0,1.0,150.0,80.67,14.0,2.0,49.0,25.0,0.0,0.0,6.62
37694071,Niko Sigur,Hajduk Split,Midfielder,22.0,Canada,29.0,2224.0,1.0,2.0,11.0,2.0,1371.0,90.3,69.0,33.0,252.0,144.0,4.0,1.0,6.97
74127,Anthony Kalik,Hajduk Split,Midfielder,28.0,Australia,17.0,232.0,1.0,0.0,7.0,3.0,86.0,77.91,13.0,2.0,42.0,24.0,2.0,0.0,6.65
37555802,Toni Silic,Hajduk Split,Goalkeeper,22.0,Croatia,21.0,1890.0,0.0,0.0,1.0,0.0,580.0,73.79,2.0,0.0,14.0,10.0,1.0,0.0,6.93
73932,Fran Karacic,Hajduk Split,Defender,30.0,Australia,11.0,908.0,1.0,1.0,7.0,2.0,301.0,74.09,21.0,12.0,80.0,40.0,1.0,0.0,6.71
3533990,Yassine Benrahou,Hajduk Split,Midfielder,27.0,Morocco,4.0,229.0,2.0,0.0,5.0,2.0,95.0,86.32,2.0,1.0,24.0,13.0,0.0,0.0,7.34
37688867,Marino Skelin,Hajduk Split,Defender,19.0,Croatia,4.0,289.0,0.0,0.0,0.0,0.0,228.0,92.98,5.0,2.0,18.0,10.0,1.0,0.0,6.7
37596437,Roko Brajkovic,Hajduk Split,Attacker,21.0,Croatia,21.0,1300.0,3.0,3.0,25.0,13.0,420.0,80.24,25.0,3.0,167.0,71.0,2.0,0.0,6.87
3568423,Michele Sego,Hajduk Split,Attacker,25.0,Croatia,32.0,2051.0,13.0,5.0,61.0,28.0,445.0,75.73,9.0,10.0,186.0,85.0,4.0,0.0,6.99
73871,Filip Krovinovic,Hajduk Split,Midfielder,30.0,Croatia,29.0,2140.0,1.0,0.0,51.0,17.0,1281.0,87.59,31.0,12.0,185.0,101.0,0.0,0.0,7.09
383556,Edgar González,Hajduk Split,Defender,29.0,Spain,6.0,392.0,0.0,0.0,0.0,0.0,330.0,90.3,6.0,7.0,39.0,25.0,0.0,0.0,6.77
37550498,Ron Raci,Hajduk Split,Defender,23.0,Kosovo,18.0,1300.0,0.0,0.0,11.0,0.0,751.0,91.34,34.0,18.0,125.0,70.0,4.0,0.0,6.84
129013,Marko Livaja,Hajduk Split,Attacker,32.0,Croatia,26.0,1744.0,9.0,6.0,60.0,28.0,410.0,70.0,7.0,0.0,198.0,89.0,6.0,0.0,7.06
38209285,Roko Gabrić,Hajduk Split,Defender,19.0,Croatia,3.0,178.0,0.0,0.0,0.0,0.0,111.0,92.79,0.0,4.0,10.0,3.0,0.0,0.0,6.56
15062015,Abdoulie Sanyang,Hajduk Split,Attacker,27.0,Gambia,26.0,844.0,3.0,2.0,19.0,10.0,205.0,75.12,24.0,3.0,151.0,75.0,3.0,0.0,6.76
52801,Dario Maresic,Hajduk Split,Defender,26.0,Austria,20.0,1798.0,1.0,2.0,7.0,1.0,1267.0,81.69,35.0,20.0,144.0,87.0,7.0,0.0,6.92
38212387,Adam Guram,Hajduk Split,Midfielder,17.0,Ukraine,7.0,114.0,1.0,0.0,2.0,1.0,34.0,76.47,3.0,1.0,19.0,8.0,0.0,0.0,6.57
32636,Ante Rebić,Hajduk Split,Attacker,32.0,Croatia,26.0,1828.0,7.0,5.0,48.0,23.0,500.0,61.4,34.0,13.0,272.0,122.0,6.0,0.0,7.02
73976,Ivica Ivusic,Hajduk Split,Goalkeeper,31.0,Croatia,15.0,1350.0,0.0,0.0,0.0,0.0,410.0,74.88,1.0,1.0,4.0,4.0,1.0,0.0,6.72
1485781,Zvonimir Sarlija,Hajduk Split,Defender,29.0,Croatia,27.0,2211.0,1.0,1.0,13.0,2.0,1654.0,91.96,40.0,24.0,253.0,149.0,9.0,0.0,6.95
5641028,Hugo Guillamón,Hajduk Split,Midfielder,26.0,Spain,23.0,1377.0,0.0,0.0,11.0,3.0,1066.0,87.34,34.0,24.0,151.0,80.0,4.0,0.0,6.91
37596430,Simun Hrgovic,Hajduk Split,Defender,22.0,Croatia,29.0,2238.0,0.0,3.0,11.0,1.0,1027.0,79.55,29.0,16.0,134.0,67.0,0.0,0.0,6.74
37596443,Rokas Pukstas,Hajduk Split,Midfielder,21.0,United States,31.0,2455.0,9.0,1.0,73.0,32.0,724.0,72.65,67.0,22.0,493.0,282.0,6.0,0.0,7.26
97414,Ismaël Diallo,Hajduk Split,Defender,29.0,Ivory Coast,1.0,8.0,0.0,0.0,0.0,0.0,5.0,80.0,1.0,0.0,2.0,1.0,0.0,0.0,6.55
56643,Dario Melnjak,Hajduk Split,Defender,33.0,Croatia,22.0,907.0,0.0,2.0,14.0,5.0,465.0,76.99,16.0,9.0,74.0,42.0,0.0,0.0,6.78
28912771,Adrion Pajaziti,Hajduk Split,Midfielder,23.0,Albania,31.0,1970.0,1.0,1.0,22.0,5.0,1295.0,91.2,48.0,19.0,207.0,108.0,6.0,0.0,6.86
