player_id,player_name,team_name,position,age,nationality,appearances,minutes,goals,assists,shots,shots_on_target,passes,pass_accuracy,tackles,interceptions,duels,duels_won,yellow_cards,red_cards,rating,dribble_attempts,successful_dribbles,dribbled_past,fouls_drawn,crosses,accurate_crosses,long_balls,accurate_long_balls,key_passes,aerials_won,clearances,saves,saves_inside_box,goals_conceded,clean_sheets,penalties_saved,goals_per90,assists_per90,shots_per90,shots_on_target_per90,passes_per90,tackles_per90,interceptions_per90,cards_per90,dribble_attempts_per90,successful_dribbles_per90,dribbled_past_per90,fouls_drawn_per90,crosses_per90,accurate_crosses_per90,long_balls_per90,accurate_long_balls_per90,key_passes_per90,aerials_won_per90,clearances_per90,saves_per90,goals_conceded_per90,clean_sheet_rate,shot_accuracy,goal_conversion,pass_accuracy_ratio,duel_success_rate,minutes_per_appearance,goal_contribution_per90,dribble_success_rate,cross_accuracy,long_ball_accuracy
16120385,Davor Matijas,Gorica,Goalkeeper,26.0,Croatia,36.0,3240.0,0.0,0.0,0.0,0.0,1030.0,67.28,1.0,2.0,23.0,17.0,3.0,0.0,6.81,6.0,5.0,2.0,3.0,0.0,0.0,483.0,151.0,0.0,10.0,48.0,102.0,60.0,48.0,8.0,0.0,0.0,0.0,0.0,0.0,28.61111111111111,0.027777777777777776,0.05555555555555555,0.08333333333333333,0.16666666666666666,0.1388888888888889,0.05555555555555555,0.08333333333333333,0.0,0.0,13.416666666666666,4.194444444444445,0.0,0.2777777777777778,1.3333333333333333,2.8333333333333335,1.3333333333333333,22.22222222222222,0.0,0.0,0.6728000000000001,73.91304347826087,90.0,0.0,83.33333333333333,0.0,31.26293995859213
37341949,Franko Kolic,Istra 1961,Goalkeeper,23.0,Croatia,35.0,3150.0,0.0,0.0,0.0,0.0,871.0,65.33,3.0,0.0,19.0,17.0,2.0,0.0,6.94,1.0,1.0,0.0,6.0,0.0,0.0,435.0,139.0,0.0,8.0,24.0,122.0,75.0,49.0,6.0,1.0,0.0,0.0,0.0,0.0,24.885714285714286,0.08571428571428572,0.0,0.05714285714285714,0.02857142857142857,0.02857142857142857,0.0,0.17142857142857143,0.0,0.0,12.428571428571429,3.9714285714285715,0.0,0.22857142857142856,0.6857142857142857,3.4857142857142858,1.4,17.142857142857142,0.0,0.0,0.6533,89.47368421052632,90.0,0.0,100.0,0.0,31.95402298850575
37660075,Ante Kavelj,Gorica,Midfielder,20.0,Croatia,36.0,3106.0,3.0,2.0,24.0,10.0,983.0,76.5,67.0,49.0,325.0,184.0,3.0,0.0,6.87,18.0,6.0,21.0,38.0,19.0,1.0,122.0,53.0,17.0,77.0,117.0,0.0,0.0,42.0,8.0,0.0,0.08692852543464263,0.05795235028976175,0.6954282034771411,0.2897617514488088,28.4835801674179,1.9414037347070188,1.4198325820991629,0.08692852543464263,0.5215711526078558,0.17385705086928527,0.6084996780424984,1.1010946555054733,0.5505473277527366,0.028976175144880875,3.535093367675467,1.5357372826786864,0.49259497746297487,2.2311654861558274,3.3902124919510626,0.0,1.2169993560849968,22.22222222222222,41.666666666666664,12.5,0.765,56.61538461538461,86.27777777777777,0.1448808757244044,33.333333333333336,5.2631578947368425,43.442622950819676
74082,Jakov Filipovic,Gorica,Defender,33.0,Croatia,34.0,3027.0,2.0,0.0,15.0,7.0,1374.0,85.88,33.0,44.0,227.0,146.0,3.0,0.0,6.8,6.0,2.0,8.0,27.0,1.0,1.0,164.0,72.0,4.0,88.0,210.0,0.0,0.0,46.0,7.0,0.0,0.05946481665014866,0.0,0.44598612487611494,0.20812685827552033,40.85232903865213,0.981169474727453,1.3082259663032705,0.08919722497522299,0.17839444995044598,0.05946481665014866,0.23785926660059464,0.8027750247770069,0.02973240832507433,0.02973240832507433,4.8761149653121905,2.140733399405352,0.11892963330029732,2.616451932606541,6.2438057482656095,0.0,1.3676907829534193,20.58823529411765,46.666666666666664,13.333333333333334,0.8588,64.31718061674009,89.02941176470588,0.05946481665014866,33.333333333333336,100.0,43.90243902439025
1193792,Martin Zlomislic,Rijeka,Goalkeeper,27.0,Bosnia and Herzegovina,33.0,2970.0,0.0,0.0,0.0,0.0,958.0,68.89,0.0,1.0,17.0,12.0,1.0,0.0,6.68,0.0,0.0,1.0,6.0,0.0,0.0,433.0,138.0,0.0,8.0,25.0,71.0,38.0,36.0,11.0,1.0,0.0,0.0,0.0,0.0,29.03030303030303,0.0,0.030303030303030304,0.030303030303030304,0.0,0.0,0.030303030303030304,0.18181818181818182,0.0,0.0,13.121212121212121,4.181818181818182,0.0,0.24242424242424243,0.7575757575757576,2.1515151515151514,1.0909090909090908,33.333333333333336,0.0,0.0,0.6889,70.58823529411765,90.0,0.0,0.0,0.0,31.87066974595843
73926,Josip Posavec,Lokomotiva Zagreb,Goalkeeper,30.0,Croatia,33.0,2970.0,0.0,0.0,0.0,0.0,1116.0,74.82,2.0,0.0,14.0,13.0,2.0,0.0,6.7,0.0,0.0,0.0,8.0,0.0,0.0,441.0,166.0,0.0,3.0,43.0,81.0,48.0,51.0,6.0,1.0,0.0,0.0,0.0,0.0,33.81818181818182,0.06060606060606061,0.0,0.06060606060606061,0.0,0.0,0.0,0.24242424242424243,0.0,0.0,13.363636363636363,5.03030303030303,0.0,0.09090909090909091,1.303030303030303,2.4545454545454546,1.5454545454545454,18.181818181818183,0.0,0.0,0.7482,92.85714285714286,90.0,0.0,0.0,0.0,37.641723356009074
73867,Dominik Kovacic,Slaven Koprivnica,Defender,32.0,Croatia,33.0,2968.0,0.0,2.0,11.0,2.0,1585.0,86.37,61.0,42.0,224.0,128.0,4.0,0.0,6.8,12.0,11.0,23.0,13.0,8.0,3.0,224.0,108.0,14.0,45.0,157.0,0.0,0.0,56.0,5.0,0.0,0.0,0.06064690026954178,0.3335579514824798,0.06064690026954178,48.06266846361186,1.8497304582210243,1.2735849056603774,0.12129380053908356,0.3638814016172507,0.3335579514824798,0.6974393530997305,0.3942048517520216,0.24258760107816713,0.09097035040431267,6.7924528301886795,3.274932614555256,0.42452830188679247,1.36455525606469,4.760781671159029,0.0,1.6981132075471699,15.151515151515152,18.181818181818183,0.0,0.8637,57.142857142857146,89.93939393939394,0.06064690026954178,91.66666666666667,37.5,48.214285714285715
5968017,Zan Trontelj,Gorica,Defender,26.0,Slovenia,33.0,2960.0,3.0,4.0,12.0,7.0,1129.0,75.2,67.0,23.0,288.0,132.0,4.0,0.0,6.93,42.0,14.0,41.0,29.0,183.0,41.0,156.0,79.0,51.0,25.0,85.0,0.0,0.0,43.0,8.0,0.0,0.09121621621621621,0.12162162162162163,0.36486486486486486,0.21283783783783783,34.3277027027027,2.0371621621621623,0.6993243243243243,0.12162162162162163,1.277027027027027,0.42567567567567566,1.2466216216216217,0.8817567567567568,5.5641891891891895,1.2466216216216217,4.743243243243243,2.402027027027027,1.5506756756756757,0.7601351351351351,2.5844594594594597,0.0,1.3074324324324325,24.242424242424242,58.333333333333336,25.0,0.752,45.833333333333336,89.6969696969697,0.21283783783783783,33.333333333333336,22.404371584699454,50.64102564102564
37648988,Robin González,Vukovar,Midfielder,27.0,Colombia,35.0,2946.0,7.0,5.0,51.0,19.0,879.0,82.48,51.0,14.0,411.0,208.0,6.0,0.0,6.91,112.0,66.0,23.0,82.0,39.0,13.0,63.0,41.0,36.0,9.0,8.0,0.0,0.0,66.0,4.0,0.0,0.21384928716904278,0.15274949083503056,1.5580448065173116,0.5804480651731161,26.85336048879837,1.5580448065173116,0.42769857433808556,0.18329938900203666,3.4215885947046845,2.016293279022403,0.7026476578411406,2.505091649694501,1.1914460285132382,0.3971486761710794,1.924643584521385,1.2525458248472505,1.0997963340122199,0.27494908350305497,0.24439918533604887,0.0,2.016293279022403,11.428571428571429,37.254901960784316,13.72549019607843,0.8248000000000001,50.60827250608273,84.17142857142858,0.36659877800407337,58.92857142857143,33.333333333333336,65.07936507936508
73640,Oliver Zelenika,Varaždin,Goalkeeper,33.0,Croatia,32.0,2880.0,0.0,0.0,0.0,0.0,774.0,65.76,0.0,0.0,13.0,11.0,2.0,0.0,6.92,1.0,1.0,1.0,6.0,1.0,1.0,404.0,143.0,0.0,5.0,33.0,103.0,72.0,40.0,9.0,1.0,0.0,0.0,0.0,0.0,24.1875,0.0,0.0,0.0625,0.03125,0.03125,0.03125,0.1875,0.03125,0.03125,12.625,4.46875,0.0,0.15625,1.03125,3.21875,1.25,28.125,0.0,0.0,0.6576000000000001,84.61538461538461,90.0,0.0,100.0,100.0,35.396039603960396
