query_player,example_slot,role,rank,player_name,team_name,position,age,minutes,similarity,age_potential_score,underrated_score,reliability_percentile,younger_bonus,replacement_score
Luka Stojkovic,young_talent_example,midfielder,1,Adriano Jagusic,Slaven Koprivnica,Midfielder,20,1526.0,0.7145794985271089,71.79824703781853,66.98348190921095,47.61904761904761,5.0,73.28125519617686
Luka Stojkovic,young_talent_example,midfielder,2,Marko Soldo,Osijek,Midfielder,22,2357.0,0.6316845221793381,71.05891900665476,68.10291172559877,90.47619047619048,0.0,69.25325798190876
Luka Stojkovic,young_talent_example,midfielder,3,Luka Mamic,Varaždin,Midfielder,23,2003.0,0.7527829130912577,55.655900016231136,52.08155372483699,80.95238095238095,0.0,65.31963536872513
Luka Stojkovic,young_talent_example,midfielder,4,Antonio Mauric,Istra 1961,Midfielder,22,1870.0,0.5417020877313106,63.05177730887842,59.66846710156521,76.19047619047619,0.0,60.13635774127661
Luka Stojkovic,young_talent_example,midfielder,5,Beyatt Lekoueiry,Istra 1961,Midfielder,21,1036.0,0.6599371922641956,48.26132121408861,42.72543590295354,33.33333333333333,5.0,57.75430456871846
Luka Stojkovic,young_talent_example,midfielder,6,Art Smakaj,Lokomotiva Zagreb,Midfielder,23,2724.0,0.4223538595996788,55.3406914461938,50.09945037748844,100.0,0.0,53.51625189334298
Luka Stojkovic,young_talent_example,midfielder,7,Luka Vrbancic,Lokomotiva Zagreb,Midfielder,21,1668.0,0.28953694328079715,58.68763187794189,52.92184122313037,66.66666666666666,5.0,51.438802205907194
Luka Stojkovic,young_talent_example,midfielder,8,Rokas Pukstas,Hajduk Split,Midfielder,21,1461.0,0.3199981109578741,51.758156143483205,44.47661496097775,38.095238095238095,5.0,46.032218083079286
Luka Stojkovic,young_talent_example,midfielder,9,Simun Mikolcic,Osijek,Midfielder,22,622.0,0.31747643355638827,58.76602824216848,58.03981320263173,4.761904761904762,0.0,42.413018931622894
Luka Stojkovic,young_talent_example,midfielder,10,Niko Sigur,Hajduk Split,Midfielder,22,1612.0,0.008667011014444974,70.51176757019965,71.56516055278647,61.904761904761905,0.0,42.00371901267118
