query_player,example_slot,role,rank,player_name,team_name,position,age,minutes,similarity,age_potential_score,underrated_score,reliability_percentile,younger_bonus,replacement_score
Ante Suto,attacker_example,attacker,1,Nathanaël Mbuku,Dinamo Zagreb,Attacker,24,496.0,0.9719361508289619,84.41179117911791,94.55813273559988,4.166666666666666,5.0,88.5292766006805
Ante Suto,attacker_example,attacker,2,Dimitar Mitrovski,Varaždin,Attacker,27,2111.0,0.9605712908226373,74.67236723672367,80.3092248526055,83.33333333333334,0.0,85.21974010777701
Ante Suto,attacker_example,attacker,3,Marko Pjaca,Dinamo Zagreb,Attacker,31,2384.0,0.9090602864298855,78.13546354635463,75.87631455378168,91.66666666666666,0.0,84.14498009852481
Ante Suto,attacker_example,attacker,4,Vinko Rozic,Istra 1961,Attacker,22,1063.0,0.9779542487927724,68.93519351935194,72.88963102123589,39.58333333333333,5.0,83.33498754509698
Ante Suto,attacker_example,attacker,5,Marko Livaja,Hajduk Split,Attacker,32,3097.0,0.9926617683727494,64.56885688568858,60.42307175374263,100.0,0.0,81.16174215136508
Ante Suto,attacker_example,attacker,6,Nail Omerovic,Osijek,Attacker,23,2264.0,0.8633538401517291,63.95679567956795,60.80616237853293,87.5,5.0,79.63242478564614
Ante Suto,attacker_example,attacker,7,Marco Pašalić,Rijeka,Attacker,25,1372.0,0.8411023782532153,68.87398739873987,72.42445220159539,56.25,5.0,79.41618179006966
Ante Suto,attacker_example,attacker,8,Sandro Kulenovic,Dinamo Zagreb,Attacker,26,1910.0,0.9722626979844384,66.000900090009,60.65436543654366,79.16666666666666,0.0,78.73831770035564
Ante Suto,attacker_example,attacker,9,Ivan Laća,Šibenik,Attacker,23,1545.0,0.7330603103565079,68.00855085508552,75.4988031021627,68.75,5.0,76.69973829121852
Ante Suto,attacker_example,attacker,10,Michele Sego,Varaždin,Attacker,25,1517.0,0.7658511278138215,65.51935193519351,69.312375167637,62.5,5.0,75.40232572663831
Luka Stojkovic,midfielder_example,midfielder,1,Adriano Jagusic,Slaven Koprivnica,Midfielder,20,1526.0,0.7145794985271089,71.79824703781853,66.98348190921095,50.90909090909091,5.0,73.61025952518119
Luka Stojkovic,midfielder_example,midfielder,2,Ivan Rakitić,Hajduk Split,Midfielder,38,3065.0,0.6302919272070221,68.60111994806039,66.53087228789443,100.0,0.0,69.0981875302779
Luka Stojkovic,midfielder_example,midfielder,3,Marko Soldo,Osijek,Midfielder,22,2357.0,0.6316845221793381,71.05891900665476,68.10291172559877,83.63636363636363,0.0,68.56927529792607
Luka Stojkovic,midfielder_example,midfielder,4,Jurica Prsir,Gorica,Midfielder,26,1511.0,0.5530843837272921,76.65443921441326,89.66635394967628,45.45454545454545,0.0,67.59843244880545
Luka Stojkovic,midfielder_example,midfielder,5,Toni Fruk,Rijeka,Midfielder,25,2645.0,0.7721986886707247,55.87063788346048,48.90034085375751,90.9090909090909,0.0,66.52011617352774
Luka Stojkovic,midfielder_example,midfielder,6,Luka Mamic,Varaždin,Midfielder,23,2003.0,0.7527829130912577,55.655900016231136,52.08155372483699,74.54545454545455,0.0,64.6789427280325
Luka Stojkovic,midfielder_example,midfielder,7,Petar Pusic,Osijek,Midfielder,27,1454.0,0.7866310254064979,58.9774387274793,57.02029526723163,38.18181818181819,0.0,64.38071350613185
Luka Stojkovic,midfielder_example,midfielder,8,Stjepan Loncar,Istra 1961,Midfielder,29,1043.0,0.7118643680056013,60.80668722609966,63.90479237343667,18.181818181818183,0.0,61.31572118092311
Luka Stojkovic,midfielder_example,midfielder,9,Antonio Mauric,Istra 1961,Midfielder,22,1870.0,0.5417020877313106,63.05177730887842,59.66846710156521,69.0909090909091,0.0,59.4264010313199
Luka Stojkovic,midfielder_example,midfielder,10,Amer Gojak,Rijeka,Midfielder,29,1088.0,0.8935319862439113,40.79289076448628,38.4166531407239,21.818181818181817,0.0,57.8442954890653
Stephane Keller,defender_example,defender,1,Emin Hasic,Osijek,Defender,23,1320.0,0.7131965834165442,70.07893289328932,74.08837810010507,40.625,5.0,73.43171882466959
Stephane Keller,defender_example,defender,2,Filip Uremovic,Hajduk Split,Defender,29,2780.0,0.5768057062852322,73.3938393839384,74.67044649121638,90.625,0.0,69.08696936483409
Stephane Keller,defender_example,defender,3,Stefan Ristovski,Dinamo Zagreb,Defender,34,1891.0,0.777063846260389,63.14273927392738,57.875412541254114,62.5,0.0,67.85045814084461
Stephane Keller,defender_example,defender,4,Ronaël Pierre-Gabriel,Dinamo Zagreb,Defender,28,2288.0,0.6770937497248708,69.16116611661165,63.02255225522551,71.875,0.0,67.62411027502344
Stephane Keller,defender_example,defender,5,Ismaël Diallo,Hajduk Split,Defender,29,1811.0,0.8039103409312574,55.226897689768975,50.98439038560581,59.375,0.0,64.85886102130215
Stephane Keller,defender_example,defender,6,Luka Jelenic,Osijek,Defender,26,2532.0,0.3585856469199075,78.52901540154015,81.5357790902041,82.8125,0.0,62.49053631529917
Stephane Keller,defender_example,defender,7,Stefan Peric,Šibenik,Defender,29,1982.0,0.5941753124090187,57.373624862486245,57.70482995484795,65.625,0.0,59.08256594607621
Stephane Keller,defender_example,defender,8,Denis Kolinger,Lokomotiva Zagreb,Defender,32,2262.0,0.5405397382362604,60.153740374037405,59.101201987075626,70.3125,0.0,58.51920203907677
Stephane Keller,defender_example,defender,9,Lamine Ba,Varaždin,Defender,28,2590.0,0.47878570652380503,62.00550055005501,59.58615254537479,84.375,0.0,58.107808935043664
Stephane Keller,defender_example,defender,10,Tomislav Bozic,Slaven Koprivnica,Defender,38,2814.0,0.32291708681791065,69.48074807480748,67.39832257360526,95.3125,0.0,56.77182240987972
