cluster_id,cluster_name,player_id,player_name,team_name,position,age,minutes,quality_score
5,balanced profile,22897215,Ivan Ćalušić,Istra 1961,Midfielder,26,862.0,46.714413244603136
5,balanced profile,37660075,Ante Kavelj,Šibenik,Midfielder,20,1501.0,46.40236974517124
5,balanced profile,72677,Vedran Jugovic,Osijek,Midfielder,36,1766.0,46.24979711085863
5,balanced profile,73622,Dino Mikanovic,Gorica,Defender,32,2461.0,44.99518701870187
5,balanced profile,183535,Dejan Petrovic,Rijeka,Midfielder,28,2878.0,44.82226911215712
5,balanced profile,74274,Mario Marina,Varaždin,Midfielder,36,2277.0,43.99853919818211
5,balanced profile,540670,Iker Pozo,Šibenik,Midfielder,25,1302.0,42.70816425904885
5,balanced profile,412433,Bruno Bogojevic,Rijeka,Attacker,28,1087.0,41.11791179117912
5,balanced profile,37658787,Feta Fetai,Lokomotiva Zagreb,Midfielder,21,2270.0,39.23145593247849
5,balanced profile,31625999,Josip Gačić,Šibenik,Defender,28,744.0,37.51718921892189
5,balanced profile,75000,Antonio Borsic,Varaždin,Defender,30,2680.0,37.31573157315732
5,balanced profile,1872745,Mladen Devetak,Rijeka,Defender,27,2657.0,37.204345434543455
5,balanced profile,68104,Advan Kadusic,Istra 1961,Defender,28,2052.0,36.27475247524752
5,balanced profile,73257,Slavko Blagojević,Istra 1961,Midfielder,39,1173.0,36.036357734134064
5,balanced profile,37356247,Ognjen Bakic,Šibenik,Midfielder,23,2487.0,35.777471189741924
5,balanced profile,84515,Gregor Sikosek,Gorica,Defender,32,1381.0,34.91061606160616
5,balanced profile,51829,Marin Leovac,Lokomotiva Zagreb,Defender,37,1503.0,34.551705170517046
5,balanced profile,74090,Valentino Majstorovic,Gorica,Defender,30,1602.0,33.934268426842685
5,balanced profile,28932717,Renan Guedes,Osijek,Defender,28,1201.0,29.35849834983499
5,balanced profile,37656051,Vito Caic,Gorica,Midfielder,21,870.0,24.51468917383541
6,progressive distributors,37546618,Raúl Torrente,Dinamo Zagreb,Defender,24,1650.0,75.6277502750275
6,progressive distributors,37544959,Moris Valincic,Istra 1961,Defender,23,2619.0,68.22469746974699
6,progressive distributors,37512280,Niko Galesic,Rijeka,Defender,25,1338.0,67.11633663366337
6,progressive distributors,37325018,Emin Hasic,Osijek,Defender,23,1320.0,66.79180418041803
6,progressive distributors,530693,Hrvoje Babec,Osijek,Midfielder,26,1522.0,66.4729751663691
6,progressive distributors,75066,Filip Uremovic,Hajduk Split,Defender,29,2780.0,66.06710671067107
6,progressive distributors,47589,Stjepan Radeljic,Rijeka,Defender,28,1901.0,62.11496149614962
6,progressive distributors,73090,Tomislav Bozic,Slaven Koprivnica,Defender,38,2814.0,62.03520352035203
6,progressive distributors,52801,Dario Maresic,Istra 1961,Defender,26,2911.0,61.679042904290434
6,progressive distributors,34481476,Roko Jurisic,Osijek,Defender,24,2864.0,60.89040154015401
6,progressive distributors,74182,T. Halilović,Gorica,Midfielder,31,1519.0,60.6037980847265
6,progressive distributors,2890,Kévin Théophile-Catherine,Dinamo Zagreb,Defender,36,2145.0,60.55830583058306
6,progressive distributors,62670,Ljuban Crepulja,Slaven Koprivnica,Midfielder,32,2154.0,58.47021587404642
