category,rank,player_id,player_name,team_name,position,age,minutes,goals,assists,goals_per90,assists_per90,attacking_score,creative_score,defensive_score,discipline_score,overall_score,dribbling_score,passing_score,duel_defending_score,progressive_midfielder_score,passer_defender_score,goalkeeper_score,age_bonus,reliability_bonus,age_potential_score,team_average_score,score_above_team_average,standout_bonus,weak_team_bonus,underrated_score
top_scorers,1,129013,Marko Livaja,Hajduk Split,Attacker,32,3097.0,19.0,10.0,0.5521472392638037,0.290603810138844,92.72727272727272,50.90909090909091,25.45454545454545,58.415841584158414,56.56885688568857,67.98679867986799,33.56435643564357,25.742574257425744,71.36363636363636,35.0,,0.0,8.0,64.56885688568858,49.584473497440825,6.984383388247743,3.4921916941238718,0.36202317393019,60.42307175374263
top_scorers,2,540173,Sandro Kulenovic,Dinamo Zagreb,Attacker,26,1910.0,15.0,0.0,0.7068062827225131,0.0,96.96969696969695,36.06060606060606,38.78787878787879,91.08910891089108,60.65436543654366,47.19471947194719,29.851485148514847,35.99009900990099,25.0,41.32575757575758,,0.0,5.346534653465346,66.000900090009,63.406236779025285,-2.7518713424816283,0.0,0.0,60.65436543654366
top_scorers,3,54693,Robert Mudrazija,Lokomotiva Zagreb,Midfielder,29,2600.0,14.0,2.0,0.4846153846153846,0.0692307692307692,93.44262295081968,31.69398907103825,24.04371584699453,85.14851485148515,53.26894984580424,53.46534653465346,47.12871287128713,28.267326732673265,47.131147540983605,28.825136612021858,,0.0,6.891089108910891,60.160038954715134,47.31337146692811,5.955578378876133,2.9777891894380666,1.4975741891865475,57.74431322442887
top_scorers,4,37543226,Toni Fruk,Rijeka,Midfielder,25,2645.0,10.0,10.0,0.3402646502835538,0.3402646502835538,89.61748633879783,43.71584699453552,13.661202185792348,48.01980198019802,48.90034085375751,82.34323432343236,56.93069306930694,17.400990099009903,78.27868852459017,28.346994535519123,,0.0,6.970297029702971,55.87063788346048,51.55523601085063,-2.654895157093115,0.0,0.0,48.90034085375751
top_scorers,5,496680,Arnel Jakupovic,Osijek,Attacker,28,2315.0,9.0,3.0,0.3498920086393088,0.1166306695464362,74.54545454545455,38.48484848484849,12.12121212121212,50.99009900990099,42.64446444644464,38.77887788778877,30.940594059405942,23.886138613861384,32.72727272727273,22.08333333333333,,0.0,6.178217821782178,48.822682268226814,52.198656341043936,-9.5541918945993,0.0,0.0,42.64446444644464
top_scorers,6,26336984,Niko Jankovic,Rijeka,Midfielder,24,2995.0,8.0,2.0,0.2404006677796327,0.0601001669449081,80.327868852459,23.49726775956284,29.508196721311474,56.43564356435643,45.64356435643565,56.76567656765676,46.03960396039604,33.56435643564357,43.85245901639344,27.868852459016395,,0.0,7.841584158415842,53.48514851485149,51.55523601085063,-5.911671654414981,0.0,0.0,45.64356435643565
top_scorers,7,7745870,Dimitar Mitrovski,Varaždin,Attacker,27,2111.0,8.0,1.0,0.3410705826622454,0.0426338228327806,73.93939393939395,66.66666666666667,77.57575757575756,35.148514851485146,68.96939693969397,80.6930693069307,67.22772277227723,30.420792079207928,74.54545454545453,85.15151515151516,,0.0,5.702970297029703,74.67236723672367,48.29913047958605,20.67026646010792,10.33513323005396,1.0046946828575791,80.3092248526055
top_scorers,8,37582788,Vinko Rozic,Istra 1961,Attacker,22,1063.0,7.0,1.0,0.5926622765757291,0.0846660395108184,96.96969696969698,57.57575757575759,41.21212121212121,59.900990099009896,64.71737173717372,66.17161716171618,47.42574257425743,15.123762376237622,52.727272727272734,52.65151515151516,,2.0,2.217821782178218,68.93519351935194,49.340686507175306,15.376685229998415,7.688342614999208,0.4839166690629497,72.88963102123589
top_scorers,9,73913,Ilija Nestorovski,Slaven Koprivnica,Attacker,36,1866.0,7.0,2.0,0.337620578778135,0.0964630225080385,79.39393939393939,43.63636363636363,35.75757575757576,28.960396039603964,50.53240324032403,73.43234323432343,29.603960396039604,34.36881188118812,43.18181818181819,41.96969696969697,,0.0,5.089108910891089,55.62151215121512,51.30896541384557,-0.7765621735215404,0.0,0.0,50.53240324032403
top_scorers,10,73704,Alen Grgic,Slaven Koprivnica,Attacker,31,2478.0,7.0,8.0,0.2542372881355932,0.2905569007263922,62.424242424242415,78.18181818181819,51.21212121212121,43.56435643564357,61.9018901890189,39.93399339933993,53.66336633663366,36.28712871287129,70.0,63.10606060606061,,0.0,6.6138613861386135,68.51575157515751,51.30896541384557,10.59292477517333,5.296462387586665,0.0,67.19835257660557
top_scorers,11,31926,Ivan Santini,Šibenik,Attacker,37,2574.0,7.0,1.0,0.2447552447552447,0.0349650349650349,60.6060606060606,34.54545454545454,50.909090909090914,12.376237623762378,45.05580558055805,65.51155115511551,20.445544554455445,45.02475247524752,30.454545454545453,43.86363636363637,,0.0,6.811881188118812,51.86768676867686,45.37125340014588,-0.3154478195878312,0.0,2.4686332225776617,47.52443880313571
top_scorers,12,72857,Duje Cop,Rijeka,Attacker,36,1608.0,6.0,2.0,0.3358208955223881,0.1119402985074626,80.60606060606061,28.48484848484848,16.363636363636363,90.0990099009901,46.646264626462646,34.9009900990099,20.891089108910894,15.94059405940594,27.272727272727277,17.727272727272727,,0.0,4.475247524752476,51.12151215121512,51.55523601085063,-4.908971384387982,0.0,0.0,46.646264626462646
top_scorers,13,5270359,Silvio Gorican,Lokomotiva Zagreb,Attacker,26,2700.0,6.0,4.0,0.2,0.1333333333333333,55.15151515151515,58.18181818181819,30.909090909090907,60.3960396039604,49.31233123312332,58.91089108910891,51.78217821782179,11.782178217821784,66.81818181818181,48.86363636363636,,0.0,7.089108910891088,56.4014401440144,47.31337146692811,1.998959766195206,0.999479883097603,1.4975741891865475,51.809385305407474
top_scorers,14,338593,Stjepan Loncar,Istra 1961,Midfielder,29,1043.0,6.0,1.0,0.5177372962607862,0.0862895493767977,96.72131147540983,54.64480874316939,24.590163934426236,59.4059405940594,58.72747930530758,66.00660066006601,74.75247524752476,25.297029702970296,74.18032786885246,44.67213114754099,,0.0,2.0792079207920797,60.80668722609966,49.340686507175306,9.386792798132277,4.693396399066138,0.4839166690629497,63.90479237343667
top_scorers,15,109643,Hernâni,Osijek,Attacker,34,1191.0,6.0,3.0,0.4534005037783375,0.2267002518891687,87.87878787878788,41.81818181818182,33.93939393939394,96.2871287128713,58.71962196219621,64.27392739273928,42.87128712871287,13.576732673267324,72.27272727272728,35.6060606060606,,0.0,2.772277227722772,61.49189918991899,52.198656341043936,6.520965621152278,3.260482810576139,0.0,61.98010477277235
top_assists,1,37550680,Martin Baturina,Dinamo Zagreb,Midfielder,23,2380.0,4.0,10.0,0.1512605042016806,0.3781512605042016,69.12568306010928,86.33879781420764,20.21857923497268,82.67326732673267,60.97224476546014,86.63366336633663,82.17821782178218,20.024752475247528,82.37704918032787,48.63387978142077,,0.0,6.356435643564357,67.3286804090245,63.406236779025285,-2.4339920135651454,0.0,0.0,60.97224476546014
top_assists,2,37543226,Toni Fruk,Rijeka,Midfielder,25,2645.0,10.0,10.0,0.3402646502835538,0.3402646502835538,89.61748633879783,43.71584699453552,13.661202185792348,48.01980198019802,48.90034085375751,82.34323432343236,56.93069306930694,17.400990099009903,78.27868852459017,28.346994535519123,,0.0,6.970297029702971,55.87063788346048,51.55523601085063,-2.654895157093115,0.0,0.0,48.90034085375751
top_assists,3,129013,Marko Livaja,Hajduk Split,Attacker,32,3097.0,19.0,10.0,0.5521472392638037,0.290603810138844,92.72727272727272,50.90909090909091,25.45454545454545,58.415841584158414,56.56885688568857,67.98679867986799,33.56435643564357,25.742574257425744,71.36363636363636,35.0,,0.0,8.0,64.56885688568858,49.584473497440825,6.984383388247743,3.4921916941238718,0.36202317393019,60.42307175374263
top_assists,4,73704,Alen Grgic,Slaven Koprivnica,Attacker,31,2478.0,7.0,8.0,0.2542372881355932,0.2905569007263922,62.424242424242415,78.18181818181819,51.21212121212121,43.56435643564357,61.9018901890189,39.93399339933993,53.66336633663366,36.28712871287129,70.0,63.10606060606061,,0.0,6.6138613861386135,68.51575157515751,51.30896541384557,10.59292477517333,5.296462387586665,0.0,67.19835257660557
top_assists,5,73448,Marko Pjaca,Dinamo Zagreb,Attacker,31,2384.0,6.0,6.0,0.2265100671140939,0.2265100671140939,53.63636363636363,93.33333333333331,60.0,96.2871287128713,71.71962196219621,60.39603960396039,65.64356435643563,26.745049504950497,77.72727272727272,73.86363636363636,,0.0,6.415841584158417,78.13546354635463,63.406236779025285,8.31338518317093,4.156692591585465,0.0,75.87631455378168
top_assists,6,37324970,Marko Soldo,Osijek,Midfielder,22,2357.0,6.0,5.0,0.2291047942299533,0.1909206618582944,84.69945355191255,40.43715846994535,60.10928961748633,72.27722772277227,62.8014932640805,77.39273927392739,44.45544554455446,63.96039603960396,68.44262295081967,47.06284153005464,,2.0,6.257425742574258,71.05891900665476,52.198656341043936,10.602836923036564,5.301418461518281,0.0,68.10291172559877
top_assists,7,37613457,Beyatt Lekoueiry,Istra 1961,Midfielder,21,1036.0,3.0,5.0,0.2606177606177606,0.4343629343629344,76.775956284153,42.07650273224044,15.846994535519128,18.31683168316832,42.24151923389059,69.3069306930693,43.26732673267327,19.97524752475248,71.31147540983606,23.702185792349727,,4.0,2.01980198019802,48.26132121408861,49.340686507175306,-7.0991672732847135,0.0,0.4839166690629497,42.72543590295354
