category,rank,player_id,player_name,team_name,position,age,minutes,dribbling_score,passing_score,duel_defending_score,progressive_midfielder_score,passer_defender_score,creative_score,defensive_score,overall_score,successful_dribbles_per90,dribble_success_rate,fouls_drawn_per90,passes_per90,key_passes_per90,pass_accuracy,accurate_long_balls_per90,accurate_crosses_per90,tackles_per90,interceptions_per90,aerials_won_per90,clearances_per90,duel_success_rate
best_dribblers,1,100190,Ismaël Bennacer,Dinamo Zagreb,Midfielder,28.0,956.0,92.81345565749236,90.55045871559632,51.41055045871559,84.23076923076923,84.1025641025641,91.28205128205128,78.97435897435898,74.0257586450247,2.1652719665271967,62.16216216216216,3.1066945606694563,63.07531380753138,1.6945606694560669,89.25,3.1066945606694563,1.506276150627615,2.5418410041841004,1.0355648535564854,0.7531380753138075,0.2824267782426778,60.54421768707483
best_dribblers,2,37648988,Robin González,Vukovar,Midfielder,27.0,2946.0,89.60244648318042,52.018348623853214,25.022935779816518,61.53846153846155,36.53846153846154,49.74358974358975,36.92307692307693,54.20112914608328,2.016293279022403,58.92857142857143,2.505091649694501,26.85336048879837,1.09979633401222,82.48,1.2525458248472503,0.3971486761710794,1.5580448065173116,0.4276985743380855,0.2749490835030549,0.2443991853360488,50.60827250608273
best_dribblers,3,1525043,Matej Vuk,Varaždin,Attacker,26.0,1699.0,89.29663608562691,39.54128440366973,46.94954128440367,66.66666666666667,73.2253086419753,49.38271604938272,85.80246913580247,52.87886510363574,2.118893466745144,59.70149253731344,2.436727486756916,25.05591524426133,1.1653914067098292,72.52,0.7416127133608005,0.4237786933490288,1.6421424367274868,0.8475573866980577,0.794585050029429,0.7416127133608005,61.320754716981135
best_dribblers,4,540670,Iker Pozo,Gorica,Midfielder,25.0,2716.0,89.14373088685015,59.17431192660551,65.87155963302753,68.46153846153847,74.03846153846155,79.48717948717949,89.23076923076924,72.23994354269583,1.6899852724594993,64.55696202531645,2.1207658321060383,43.144329896907216,0.9609720176730486,87.17,1.6237113402061856,0.0331369661266568,2.617820324005891,1.557437407952872,0.7952871870397643,1.756259204712813,57.2192513368984
best_dribblers,5,37661771,Iker Almena,Hajduk Split,Attacker,22.0,1571.0,85.77981651376147,58.07339449541284,24.86238532110092,74.76851851851852,69.9074074074074,78.70370370370371,54.629629629629626,61.40332993544003,2.0050922978994272,56.45161290322581,2.1769573520050924,31.05028644175684,2.0050922978994272,81.18,0.6301718650541057,0.6301718650541057,0.8020369191597708,0.3437301082113304,0.1145767027371101,0.4010184595798854,59.863945578231295
best_dribblers,6,37543226,Toni Fruk,Rijeka,Midfielder,25.0,2131.0,84.86238532110092,60.825688073394495,30.458715596330272,74.23076923076923,43.97435897435898,42.05128205128205,41.02564102564103,60.7212420606916,1.647114030971375,52.0,2.4917878930079773,30.07038948850305,1.900516189582356,78.93,1.7738151102768651,0.5912717034256217,1.5626466447677148,0.4223369310183013,0.5490380103237916,0.3801032379164711,52.29681978798587
best_dribblers,7,37596443,Rokas Pukstas,Hajduk Split,Midfielder,21.0,2455.0,84.70948012232417,38.71559633027523,63.05045871559633,49.61538461538461,46.53846153846154,18.461538461538463,70.76923076923077,56.4227240649259,1.3930753564154783,54.285714285714285,2.566191446028513,26.54175152749491,1.319755600814664,72.65,0.9531568228105908,0.1466395112016293,2.4562118126272914,0.8065173116089613,3.959266802443992,0.769857433808554,57.20081135902637
best_dribblers,8,37598782,Matteo Pérez Vinlöf,Dinamo Zagreb,Defender,20.0,1647.0,83.94495412844036,81.74311926605506,53.41743119266055,83.84146341463415,62.19512195121951,82.92682926829268,45.1219512195122,56.73864399194451,1.5846994535519126,64.44444444444444,1.639344262295082,54.20765027322405,1.147540983606557,84.78,3.114754098360656,1.2568306010928962,1.8032786885245904,0.6557377049180327,0.7103825136612022,2.568306010928962,58.333333333333336
best_dribblers,9,37567341,David Mejía,Vukovar,Midfielder,23.0,743.0,83.63914373088686,73.76146788990825,40.87155963302753,74.23076923076924,65.83333333333334,66.15384615384615,63.58974358974359,53.84615384615384,1.332436069986541,78.57142857142857,1.5746971736204576,40.21534320323015,1.332436069986541,84.64,2.664872139973082,0.7267833109017496,2.543741588156124,1.2113055181695829,0.1211305518169582,0.847913862718708,47.91666666666666
best_dribblers,10,37701794,Leon Bošnjak,Slaven Koprivnica,Midfielder,20.0,485.0,83.18042813455656,56.33027522935779,50.298165137614674,66.53846153846155,52.62820512820512,52.82051282051282,61.79487179487179,37.50741002117149,1.4845360824742269,57.142857142857146,2.0412371134020617,37.11340206185567,2.4123711340206184,77.0,0.9278350515463918,0.3711340206185567,2.0412371134020617,0.9278350515463918,1.4845360824742269,0.7422680412371134,53.52112676056338
best_dribblers,11,37538351,Eniss Shabani,Vukovar,Midfielder,23.0,2165.0,83.02752293577981,47.33944954128441,56.10091743119266,66.53846153846153,51.15384615384615,36.92307692307693,67.6923076923077,41.27311220889202,1.579676674364896,63.333333333333336,1.6628175519630486,34.046189376443415,0.789838337182448,74.24,1.9122401847575057,0.2909930715935335,1.829099307159353,1.0808314087759816,1.0808314087759816,1.4133949191685913,54.81481481481482
best_dribblers,12,455998,Mihail Caimacov,Slaven Koprivnica,Midfielder,27.0,887.0,81.03975535168196,56.78899082568808,65.3211009174312,39.42307692307693,62.69230769230769,42.82051282051282,80.0,57.41143260409315,0.9131905298759864,60.0,2.333709131905299,38.35400225479143,0.7102593010146562,82.01,1.7249154453213078,0.4058624577226606,2.1307779030439686,1.6234498308906429,1.116121758737317,1.826381059751973,55.26315789473684
best_dribblers,13,15062015,Abdoulie Sanyang,Hajduk Split,Attacker,27.0,844.0,80.27522935779817,45.22935779816514,26.81192660550459,78.24074074074073,67.82407407407408,63.58024691358025,72.22222222222221,64.19809717974856,2.985781990521327,45.90163934426229,2.345971563981043,21.86018957345972,1.8127962085308056,75.12,0.533175355450237,0.6398104265402843,2.559241706161137,0.3199052132701421,0.1066350710900474,0.1066350710900474,49.66887417218543
best_dribblers,14,37600585,Filip Mažar,Slaven Koprivnica,Midfielder,21.0,1016.0,79.96941896024464,43.899082568807344,42.31651376146789,41.73076923076923,44.74358974358975,37.692307692307686,50.256410256410255,49.50670430486944,1.594488188976378,50.0,2.2145669291338583,30.6496062992126,0.7086614173228346,84.68,1.594488188976378,0.0,1.7716535433070866,0.8858267716535433,0.7086614173228346,0.8858267716535433,49.645390070921984
best_dribblers,15,1486200,Arbër Hoxha,Dinamo Zagreb,Attacker,27.0,1818.0,79.20489296636084,44.220183486238525,12.477064220183488,60.18518518518518,47.68518518518519,80.24691358024693,42.5925925925926,63.18722392116888,2.4257425742574257,51.578947368421055,1.6336633663366336,22.871287128712872,1.0396039603960396,83.12,0.2475247524752475,0.495049504950495,0.9405940594059404,0.2475247524752475,0.297029702970297,0.2475247524752475,43.67346938775511
